
2024/03/01 (18:33:02) | ===> btop++ v.1.3.2
2024/03/01 (18:33:32) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:32) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:33) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:33) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:33) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:33) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:33) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:33) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:33) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:33) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:33) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:33) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:34) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:34) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:34) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:34) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:34) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:34) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:34) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:34) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:34) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:34) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:35) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:35) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:35) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:35) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:35) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:35) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:35) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:35) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:35) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:35) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:36) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:36) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:36) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:36) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:36) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:36) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:36) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:36) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:36) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:36) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:37) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:37) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:37) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:37) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:37) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:37) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:37) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:37) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:37) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:37) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:38) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:38) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:38) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:38) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:38) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:38) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:38) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:38) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:38) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:38) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:39) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:39) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:39) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:39) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:39) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:39) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:39) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:39) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:39) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:40) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:40) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:40) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:40) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:40) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:40) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:40) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:40) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:40) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:40) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:41) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:41) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:41) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:41) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:41) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:41) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:41) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:41) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:41) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:41) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:42) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:42) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:42) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:42) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:42) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:42) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:42) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:42) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:42) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:42) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:43) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:43) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:43) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:43) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:43) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:43) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:43) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:43) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:43) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:43) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:44) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:44) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:44) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:44) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:44) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:44) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:44) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:44) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:44) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:44) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:45) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:45) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:45) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:45) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:45) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:45) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:45) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:45) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:45) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:45) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:46) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:46) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:46) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:46) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:46) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:46) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:46) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:46) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:46) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:46) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:47) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:47) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:47) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:47) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:47) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:47) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:47) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:47) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:47) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:48) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:48) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:48) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:48) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:48) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:48) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:48) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:48) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:48) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:48) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:49) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:49) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:49) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:49) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:49) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:49) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:49) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:49) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:49) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:49) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:50) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:50) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:50) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:50) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:50) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:50) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:50) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:50) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:50) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:50) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:51) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:51) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:51) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:51) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:51) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:51) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:51) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:51) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:51) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:51) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:52) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:52) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:52) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:52) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:52) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:52) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:52) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:52) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:52) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:52) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:53) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:53) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:53) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:53) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:53) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:53) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:53) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:53) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:53) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:53) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:54) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:54) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:54) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:54) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:54) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:54) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:54) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:54) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:54) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:54) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:55) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:55) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:55) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:55) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:55) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:55) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:55) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:55) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:55) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:56) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:56) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:56) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:33:56) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
